Disease Pair,Comorbidity
dwarfism&nervous system diseases,0
hemorrhagic disorders&hypopigmentation,0
"metabolism, inborn errors&polyneuropathies",0
autoimmune diseases&behcet syndrome,0
autoimmune diseases&mycobacterium infections,0
autoimmune diseases&uveal diseases,0
immune system diseases&uveal diseases,0
leukemia&vascular diseases,0
neoplasms&peripheral nervous system diseases,0
"abnormalities, multiple&vascular diseases",0
autoimmune diseases&hypotrichosis,0
"craniofacial abnormalities&heart defects, congenital",0
endocrine system diseases&mycobacterium infections,0
head and neck neoplasms&vascular diseases,0
"metabolism, inborn errors&neoplasms",0
nervous system diseases&neuroendocrine tumors,0
respiratory tract diseases&vascular diseases,0
"abnormalities, multiple&dwarfism",0
autoimmune diseases&leprosy,0
demyelinating diseases&leprosy,0
"genital diseases, female&genital diseases, male",0
"hereditary sensory and motor neuropathy&metabolism, inborn errors",0
hypersensitivity&neoplasms,0
immunologic deficiency syndromes&lymphatic diseases,0
leprosy&multiple sclerosis,0
lymphatic diseases&mycobacterium infections,0
"abnormalities, multiple&leukemia",0
"abnormalities, multiple&lymphatic diseases",0
behcet syndrome&neoplasms,0
cardiovascular diseases&metabolic syndrome x,0
craniofacial abnormalities&leukemia,0
demyelinating diseases&vascular diseases,0
"disorders of sex development&metabolism, inborn errors",0
dwarfism&immune system diseases,0
dyssomnias&neoplasms,0
"heart defects, congenital&respiratory tract diseases",0
hypotrichosis&nervous system diseases,0
leprosy&neoplasms,0
"lymphatic diseases&metabolism, inborn errors",0
mycobacterium infections&neoplasms,0
neoplasms&sleep disorders,0
neoplasms&uveal diseases,0
nervous system diseases&uveal diseases,0
"abnormalities, multiple&colorectal neoplasms",0
"abnormalities, multiple&intestinal neoplasms",0
"abnormalities, multiple&joint diseases",0
behcet syndrome&endocrine system diseases,0
behcet syndrome&nervous system diseases,0
"bone diseases, metabolic&lysosomal storage diseases",0
coronary disease&nervous system diseases,0
crohn disease&mycobacterium infections,0
demyelinating diseases&hypotrichosis,0
disorders of sex development&neoplasms,0
endocrine system diseases&uveal diseases,0
hair diseases&respiratory tract diseases,0
"heart defects, congenital&metabolism, inborn errors",0
"heart defects, congenital&neoplasms",0
hypersensitivity&hypotrichosis,0
hypersensitivity&leprosy,0
hypersensitivity&vascular diseases,0
hypotrichosis&multiple sclerosis,0
hypotrichosis&neoplasms,0
hypotrichosis&respiratory tract diseases,0
lipidoses&lymphatic diseases,0
lymphatic diseases&lysosomal storage diseases,0
malformations of cortical development&neoplasms,0
multiple sclerosis&vascular diseases,0
muscular diseases&spinocerebellar degenerations,0
muscular diseases&vascular diseases,0
mycobacterium infections&respiratory tract diseases,0
neoplasms&polyneuropathies,0
"neoplasms, germ cell and embryonal&vascular diseases",0
"abnormalities, multiple&diabetes mellitus, type 1",0
"abnormalities, multiple&genital diseases, female",0
"abnormalities, multiple&hair diseases",0
"abnormalities, multiple&head and neck neoplasms",0
"abnormalities, multiple&leukemia, myeloid, acute",0
"abnormalities, multiple&neoplasms, connective and soft tissue",0
"abnormalities, multiple&neoplasms, germ cell and embryonal",0
"abnormalities, multiple&prostatic neoplasms",0
"abnormalities, multiple&respiratory tract diseases",0
"abnormalities, multiple&stomatognathic diseases",0
adenocarcinoma&vascular diseases,0
adrenal gland diseases&autoimmune diseases,0
adrenal gland diseases&neoplasms,0
ankylosis&autoimmune diseases,0
ankylosis&nervous system diseases,0
autoimmune diseases&dwarfism,0
"autoimmune diseases&spastic paraplegia, hereditary",0
bone diseases&uveal diseases,0
cardiovascular diseases&neuroendocrine tumors,0
"cardiovascular diseases&purine-pyrimidine metabolism, inborn errors",0
"colitis, ulcerative&leprosy",0
colorectal neoplasms&craniofacial abnormalities,0
cranial nerve diseases&neoplasms,0
craniofacial abnormalities&intestinal neoplasms,0
"craniofacial abnormalities&leukemia, myeloid, acute",0
crohn disease&leprosy,0
crohn disease&metabolic syndrome x,0
"death, sudden&neoplasms",0
demyelinating diseases&lysosomal storage diseases,0
demyelinating diseases&uveal diseases,0
"disorders of sex development&genital diseases, male",0
gastroenteritis&metabolic syndrome x,0
goiter&vascular diseases,0
"heart defects, congenital&lymphatic diseases",0
hemorrhagic disorders&lymphatic diseases,0
hereditary sensory and motor neuropathy&neoplasms,0
hypersensitivity&lymphatic diseases,0
hypotrichosis&lymphatic diseases,0
intellectual disability&lysosomal storage diseases,0
leprosy&stomatognathic diseases,0
lipid metabolism disorders&metabolic syndrome x,0
lipidoses&vascular diseases,0
lymphatic diseases&stomatognathic diseases,0
lysosomal storage diseases&vascular diseases,0
macular degeneration&metabolic syndrome x,0
malformations of cortical development&muscular diseases,0
metabolic syndrome x&myocardial ischemia,0
metabolic syndrome x&vascular diseases,0
"metabolism, inborn errors&muscular dystrophies",0
"metabolism, inborn errors&spastic paraplegia, hereditary",0
multiple sclerosis&uveal diseases,0
muscular diseases&neoplasms,0
muscular diseases&peripheral nervous system diseases,0
mycobacterium infections&stomatognathic diseases,0
"neoplasms, connective and soft tissue&neuroendocrine tumors",0
nervous system diseases&ovarian diseases,0
"nervous system diseases&purine-pyrimidine metabolism, inborn errors",0
neuroendocrine tumors&peripheral nervous system diseases,0
thyroid diseases&vascular diseases,0
"abnormalities, multiple&amino acid metabolism, inborn errors",0
"abnormalities, multiple&autoimmune diseases",0
"abnormalities, multiple&bile duct diseases",0
"abnormalities, multiple&cardiomyopathies",0
"abnormalities, multiple&cholestasis",0
"abnormalities, multiple&coronary disease",0
"abnormalities, multiple&cranial nerve diseases",0
"abnormalities, multiple&glioma",0
"abnormalities, multiple&hypersensitivity",0
"abnormalities, multiple&lipid metabolism disorders",0
"abnormalities, multiple&lymphoma",0
"abnormalities, multiple&movement disorders",0
"abnormalities, multiple&muscular diseases",0
adenocarcinoma&hypersensitivity,0
adenocarcinoma&hypotrichosis,0
adenocarcinoma&mycobacterium infections,0
adenocarcinoma&peripheral nervous system diseases,0
adenocarcinoma&polyneuropathies,0
arthritis&dyssomnias,0
autoimmune diseases&disorders of sex development,0
autoimmune diseases&dyssomnias,0
"autoimmune diseases&heart defects, congenital",0
autoimmune diseases&sleep disorders,0
autoimmune diseases&spinocerebellar degenerations,0
behcet syndrome&head and neck neoplasms,0
bone diseases&disorders of sex development,0
bone diseases&ectodermal dysplasia,0
"carcinoma, renal cell&vascular diseases",0
cardiovascular diseases&disorders of sex development,0
celiac disease&lymphatic diseases,0
cerebellar ataxia&vascular diseases,0
charcot-marie-tooth disease&neoplasms,0
cholestasis&dyssomnias,0
craniofacial abnormalities&dwarfism,0
craniofacial abnormalities&head and neck neoplasms,0
craniofacial abnormalities&intellectual disability,0
"craniofacial abnormalities&neoplasms, germ cell and embryonal",0
craniofacial abnormalities&respiratory tract diseases,0
"death, sudden&endocrine system diseases",0
"death, sudden&heart defects, congenital",0
"death, sudden&nervous system diseases",0
"disorders of sex development&genital diseases, female",0
disorders of sex development&immune system diseases,0
disorders of sex development&ovarian diseases,0
disorders of sex development&prostatic neoplasms,0
"dwarfism&heart defects, congenital",0
dwarfism&vascular diseases,0
dyssomnias&exophthalmos,0
dyssomnias&hair diseases,0
dyssomnias&hypersensitivity,0
dyssomnias&hypotrichosis,0
dyssomnias&immune system diseases,0
dyssomnias&leprosy,0
"dyssomnias&lupus erythematosus, systemic",0
dyssomnias&lymphatic diseases,0
dyssomnias&mycobacterium infections,0
dyssomnias&psoriasis,0
ectodermal dysplasia&neoplasms,0
ectodermal dysplasia&nervous system diseases,0
endocrine system diseases&neuroendocrine tumors,0
endocrine system diseases&peripheral nervous system diseases,0
goiter&mycobacterium infections,0
hair diseases&mycobacterium infections,0
hair diseases&sleep disorders,0
head and neck neoplasms&leprosy,0
head and neck neoplasms&mycobacterium infections,0
head and neck neoplasms&precursor cell lymphoblastic leukemia-lymphoma,0
head and neck neoplasms&uveal diseases,0
"heart defects, congenital&purine-pyrimidine metabolism, inborn errors",0
"heart defects, congenital&vascular diseases",0
hereditary sensory and motor neuropathy&intellectual disability,0
hyperthyroidism&leprosy,0
hypotrichosis&leprosy,0
hypotrichosis&mycobacterium infections,0
hypotrichosis&sleep disorders,0
immune system diseases&neuroendocrine tumors,0
immunologic deficiency syndromes&intellectual disability,0
intellectual disability&peripheral nervous system diseases,0
intellectual disability&polyneuropathies,0
intestinal neoplasms&leukemia,0
intestinal neoplasms&peripheral nervous system diseases,0
leprosy&leukemia,0
leprosy&sleep disorders,0
leukemia&mycobacterium infections,0
leukemia&peripheral nervous system diseases,0
lymphatic diseases&malabsorption syndromes,0
lymphatic diseases&sleep disorders,0
"metabolism, inborn errors&neuroendocrine tumors",0
motor neuron disease&neoplasms,0
multiple sclerosis&peripheral nervous system diseases,0
muscular dystrophies&respiratory tract diseases,0
mycobacterium infections&sleep disorders,0
mycobacterium infections&thyroid diseases,0
mycobacterium infections&vascular diseases,0
neoplasms&spinal cord diseases,0
neuroendocrine tumors&vascular diseases,0
peripheral nervous system diseases&vascular diseases,0
polyneuropathies&vascular diseases,0
retinitis pigmentosa&vascular diseases,0
spinocerebellar ataxias&vascular diseases,0
"abnormalities, multiple&adrenal gland diseases",0
"abnormalities, multiple&alzheimer disease",0
"abnormalities, multiple&arthritis",0
"abnormalities, multiple&breast diseases",0
"abnormalities, multiple&breast neoplasms",0
"abnormalities, multiple&celiac disease",0
"abnormalities, multiple&crohn disease",0
"abnormalities, multiple&dementia",0
"abnormalities, multiple&disorders of sex development",0
"abnormalities, multiple&gastroenteritis",0
"abnormalities, multiple&hemorrhagic disorders",0
"abnormalities, multiple&hereditary sensory and motor neuropathy",0
"abnormalities, multiple&hypopigmentation",0
"abnormalities, multiple&immunologic deficiency syndromes",0
"abnormalities, multiple&lung diseases, obstructive",0
"abnormalities, multiple&macular degeneration",0
"abnormalities, multiple&malabsorption syndromes",0
"abnormalities, multiple&malformations of cortical development",0
"abnormalities, multiple&muscular dystrophies",0
"abnormalities, multiple&mycobacterium infections",0
"abnormalities, multiple&ovarian diseases",0
"abnormalities, multiple&ovarian neoplasms",0
"abnormalities, multiple&pancreatic diseases",0
"abnormalities, multiple&peripheral nervous system diseases",0
"abnormalities, multiple&polyneuropathies",0
"abnormalities, multiple&precursor cell lymphoblastic leukemia-lymphoma",0
"abnormalities, multiple&purine-pyrimidine metabolism, inborn errors",0
"abnormalities, multiple&thyroid diseases",0
adenocarcinoma&behcet syndrome,0
adenocarcinoma&ovarian diseases,0
adenocarcinoma&stomatognathic diseases,0
adenocarcinoma&uveal diseases,0
adrenal gland diseases&head and neck neoplasms,0
adrenal gland diseases&ovarian diseases,0
adrenal gland diseases&vascular diseases,0
alzheimer disease&ectodermal dysplasia,0
"amino acid metabolism, inborn errors&neuroendocrine tumors",0
amyotrophic lateral sclerosis&neoplasms,0
aneurysm&dwarfism,0
ankylosis&leprosy,0
arterial occlusive diseases&metabolic syndrome x,0
autoimmune diseases&craniofacial abnormalities,0
autoimmune diseases&intellectual disability,0
autoimmune diseases&intestinal neoplasms,0
autoimmune diseases&lysosomal storage diseases,0
autoimmune diseases&neuroendocrine tumors,0
autoimmune diseases&ovarian diseases,0
"autoimmune diseases&purine-pyrimidine metabolism, inborn errors",0
autoimmune diseases&retinitis pigmentosa,0
behcet syndrome&dyssomnias,0
behcet syndrome&hypopigmentation,0
behcet syndrome&leprosy,0
behcet syndrome&liver cirrhosis,0
"behcet syndrome&liver cirrhosis, biliary",0
behcet syndrome&lymphatic diseases,0
behcet syndrome&mycobacterium infections,0
behcet syndrome&sleep disorders,0
blood platelet disorders&coronary disease,0
"bone diseases&purine-pyrimidine metabolism, inborn errors",0
"bone diseases, metabolic&purine-pyrimidine metabolism, inborn errors",0
"bone diseases, metabolic&vascular diseases",0
"breast diseases&death, sudden",0
breast diseases&disorders of sex development,0
breast neoplasms&craniofacial abnormalities,0
breast neoplasms&neuroendocrine tumors,0
"carbohydrate metabolism, inborn errors&spastic paraplegia, hereditary",0
"carbohydrate metabolism, inborn errors&spinocerebellar degenerations",0
"carcinoma, renal cell&neuroendocrine tumors",0
cardiomyopathies&neuroendocrine tumors,0
celiac disease&ectodermal dysplasia,0
celiac disease&spinocerebellar degenerations,0
cerebellar ataxia&neuroendocrine tumors,0
cerebellar ataxia&retinitis pigmentosa,0
cerebellar ataxia&uveal diseases,0
charcot-marie-tooth disease&intellectual disability,0
"charcot-marie-tooth disease&metabolism, inborn errors",0
charcot-marie-tooth disease&neuroendocrine tumors,0
cholestasis&vascular diseases,0
colorectal neoplasms&neuroendocrine tumors,0
coronary artery disease&metabolic syndrome x,0
"coronary disease&heart defects, congenital",0
coronary disease&hemorrhagic disorders,0
coronary disease&leukemia,0
coronary disease&lymphatic diseases,0
coronary disease&precursor cell lymphoblastic leukemia-lymphoma,0
coronary disease&respiratory tract diseases,0
cranial nerve diseases&neuroendocrine tumors,0
cranial nerve diseases&ovarian diseases,0
cranial nerve diseases&uveal diseases,0
craniofacial abnormalities&crohn disease,0
craniofacial abnormalities&disorders of sex development,0
craniofacial abnormalities&lymphatic diseases,0
craniofacial abnormalities&lymphoma,0
craniofacial abnormalities&malformations of cortical development,0
"craniofacial abnormalities&metabolism, inborn errors",0
craniofacial abnormalities&myeloproliferative disorders,0
craniofacial abnormalities&retinitis pigmentosa,0
